No,Q1,Q2,Q3,Q4,Q5,Q6,TD(s),SL
5482,0,0,0,1,1,1,3.2,2
5483,0,0,1,0,1,1,3.2,2
5484,0,0,1,1,0,1,3.2,2
5485,0,0,1,1,1,0,3.2,2
5486,0,1,0,0,1,1,3.2,2
5487,0,1,0,1,0,1,3.2,2
5488,0,1,0,1,1,0,3.2,2
5489,0,1,1,0,1,1,3.2,2
5490,0,1,1,0,0,1,3.2,2
5491,0,1,1,0,1,0,3.2,2
5492,0,1,1,1,0,0,3.2,2
5493,1,0,0,0,1,1,3.2,2
5494,1,0,0,1,0,1,3.2,2
5495,1,0,0,1,1,0,3.2,2
5496,1,0,1,0,0,1,3.2,2
5497,1,0,1,0,1,0,3.2,2
5498,1,0,1,0,0,1,3.2,2
5499,1,0,1,0,1,0,3.2,2
5500,1,1,0,0,0,1,3.2,2
5501,1,1,0,0,1,0,3.2,2
5502,1,1,1,0,0,0,3.2,2
5503,0,0,0,1,1,1,3.3,2
5504,0,0,1,0,1,1,3.3,2
5505,0,0,1,1,0,1,3.3,2
5506,0,0,1,1,1,0,3.3,2
5507,0,1,0,0,1,1,3.3,2
5508,0,1,0,1,0,1,3.3,2
5509,0,1,0,1,1,0,3.3,2
5510,0,1,1,0,1,1,3.3,2
5511,0,1,1,0,0,1,3.3,2
5512,0,1,1,0,1,0,3.3,2
5513,0,1,1,1,0,0,3.3,2
5514,1,0,0,0,1,1,3.3,2
5515,1,0,0,1,0,1,3.3,2
5516,1,0,0,1,1,0,3.3,2
5517,1,0,1,0,0,1,3.3,2
5518,1,0,1,0,1,0,3.3,2
5519,1,0,1,0,0,1,3.3,2
5520,1,0,1,0,1,0,3.3,2
5521,1,1,0,0,0,1,3.3,2
5522,1,1,0,0,1,0,3.3,2
5523,1,1,1,0,0,0,3.3,2
5524,0,0,0,1,1,1,3.4,2
5525,0,0,1,0,1,1,3.4,2
5526,0,0,1,1,0,1,3.4,2
5527,0,0,1,1,1,0,3.4,2
5528,0,1,0,0,1,1,3.4,2
5529,0,1,0,1,0,1,3.4,2
5530,0,1,0,1,1,0,3.4,2
5531,0,1,1,0,1,1,3.4,2
5532,0,1,1,0,0,1,3.4,2
5533,0,1,1,0,1,0,3.4,2
5534,0,1,1,1,0,0,3.4,2
5535,1,0,0,0,1,1,3.4,2
5536,1,0,0,1,0,1,3.4,2
5537,1,0,0,1,1,0,3.4,2
5538,1,0,1,0,0,1,3.4,2
5539,1,0,1,0,1,0,3.4,2
5540,1,0,1,0,0,1,3.4,2
5541,1,0,1,0,1,0,3.4,2
5542,1,1,0,0,0,1,3.4,2
5543,1,1,0,0,1,0,3.4,2
5544,1,1,1,0,0,0,3.4,2
5545,0,0,0,1,1,1,3.5,2
5546,0,0,1,0,1,1,3.5,2
5547,0,0,1,1,0,1,3.5,2
5548,0,0,1,1,1,0,3.5,2
5549,0,1,0,0,1,1,3.5,2
5550,0,1,0,1,0,1,3.5,2
5551,0,1,0,1,1,0,3.5,2
5552,0,1,1,0,1,1,3.5,2
5553,0,1,1,0,0,1,3.5,2
5554,0,1,1,0,1,0,3.5,2
5555,0,1,1,1,0,0,3.5,2
5556,1,0,0,0,1,1,3.5,2
5557,1,0,0,1,0,1,3.5,2
5558,1,0,0,1,1,0,3.5,2
5559,1,0,1,0,0,1,3.5,2
5560,1,0,1,0,1,0,3.5,2
5561,1,0,1,0,0,1,3.5,2
5562,1,0,1,0,1,0,3.5,2
5563,1,1,0,0,0,1,3.5,2
5564,1,1,0,0,1,0,3.5,2
5565,1,1,1,0,0,0,3.5,2
5566,0,0,0,1,1,1,3.6,2
5567,0,0,1,0,1,1,3.6,2
5568,0,0,1,1,0,1,3.6,2
5569,0,0,1,1,1,0,3.6,2
5570,0,1,0,0,1,1,3.6,2
5571,0,1,0,1,0,1,3.6,2
5572,0,1,0,1,1,0,3.6,2
5573,0,1,1,0,1,1,3.6,2
5574,0,1,1,0,0,1,3.6,2
5575,0,1,1,0,1,0,3.6,2
5576,0,1,1,1,0,0,3.6,2
5577,1,0,0,0,1,1,3.6,2
5578,1,0,0,1,0,1,3.6,2
5579,1,0,0,1,1,0,3.6,2
5580,1,0,1,0,0,1,3.6,2
5581,1,0,1,0,1,0,3.6,2
5582,1,0,1,0,0,1,3.6,2
5583,1,0,1,0,1,0,3.6,2
5584,1,1,0,0,0,1,3.6,2
5585,1,1,0,0,1,0,3.6,2
5586,1,1,1,0,0,0,3.6,2
5587,0,0,0,1,1,1,3.7,2
5588,0,0,1,0,1,1,3.7,2
5589,0,0,1,1,0,1,3.7,2
5590,0,0,1,1,1,0,3.7,2
5591,0,1,0,0,1,1,3.7,2
5592,0,1,0,1,0,1,3.7,2
5593,0,1,0,1,1,0,3.7,2
5594,0,1,1,0,1,1,3.7,2
5595,0,1,1,0,0,1,3.7,2
5596,0,1,1,0,1,0,3.7,2
5597,0,1,1,1,0,0,3.7,2
5598,1,0,0,0,1,1,3.7,2
5599,1,0,0,1,0,1,3.7,2
5600,1,0,0,1,1,0,3.7,2
5601,1,0,1,0,0,1,3.7,2
5602,1,0,1,0,1,0,3.7,2
5603,1,0,1,0,0,1,3.7,2
5604,1,0,1,0,1,0,3.7,2
5605,1,1,0,0,0,1,3.7,2
5606,1,1,0,0,1,0,3.7,2
5607,1,1,1,0,0,0,3.7,2
5608,0,0,0,1,1,1,3.8,2
5609,0,0,1,0,1,1,3.8,2
5610,0,0,1,1,0,1,3.8,2
5611,0,0,1,1,1,0,3.8,2
5612,0,1,0,0,1,1,3.8,2
5613,0,1,0,1,0,1,3.8,2
5614,0,1,0,1,1,0,3.8,2
5615,0,1,1,0,1,1,3.8,2
5616,0,1,1,0,0,1,3.8,2
5617,0,1,1,0,1,0,3.8,2
5618,0,1,1,1,0,0,3.8,2
5619,1,0,0,0,1,1,3.8,2
5620,1,0,0,1,0,1,3.8,2
5621,1,0,0,1,1,0,3.8,2
5622,1,0,1,0,0,1,3.8,2
5623,1,0,1,0,1,0,3.8,2
5624,1,0,1,0,0,1,3.8,2
5625,1,0,1,0,1,0,3.8,2
5626,1,1,0,0,0,1,3.8,2
5627,1,1,0,0,1,0,3.8,2
5628,1,1,1,0,0,0,3.8,2
5629,0,0,0,1,1,1,3.9,2
5630,0,0,1,0,1,1,3.9,2
5631,0,0,1,1,0,1,3.9,2
5632,0,0,1,1,1,0,3.9,2
5633,0,1,0,0,1,1,3.9,2
5634,0,1,0,1,0,1,3.9,2
5635,0,1,0,1,1,0,3.9,2
5636,0,1,1,0,1,1,3.9,2
5637,0,1,1,0,0,1,3.9,2
5638,0,1,1,0,1,0,3.9,2
5639,0,1,1,1,0,0,3.9,2
5640,1,0,0,0,1,1,3.9,2
5641,1,0,0,1,0,1,3.9,2
5642,1,0,0,1,1,0,3.9,2
5643,1,0,1,0,0,1,3.9,2
5644,1,0,1,0,1,0,3.9,2
5645,1,0,1,0,0,1,3.9,2
5646,1,0,1,0,1,0,3.9,2
5647,1,1,0,0,0,1,3.9,2
5648,1,1,0,0,1,0,3.9,2
5649,1,1,1,0,0,0,3.9,2
5650,0,0,0,1,1,1,4,2
5651,0,0,1,0,1,1,4,2
5652,0,0,1,1,0,1,4,2
5653,0,0,1,1,1,0,4,2
5654,0,1,0,0,1,1,4,2
5655,0,1,0,1,0,1,4,2
5656,0,1,0,1,1,0,4,2
5657,0,1,1,0,1,1,4,2
5658,0,1,1,0,0,1,4,2
5659,0,1,1,0,1,0,4,2
5660,0,1,1,1,0,0,4,2
5661,1,0,0,0,1,1,4,2
5662,1,0,0,1,0,1,4,2
5663,1,0,0,1,1,0,4,2
5664,1,0,1,0,0,1,4,2
5665,1,0,1,0,1,0,4,2
5666,1,0,1,0,0,1,4,2
5667,1,0,1,0,1,0,4,2
5668,1,1,0,0,0,1,4,2
5669,1,1,0,0,1,0,4,2
5670,1,1,1,0,0,0,4,2
5671,0,0,0,1,1,1,4.1,2
5672,0,0,1,0,1,1,4.1,2
5673,0,0,1,1,0,1,4.1,2
5674,0,0,1,1,1,0,4.1,2
5675,0,1,0,0,1,1,4.1,2
5676,0,1,0,1,0,1,4.1,2
5677,0,1,0,1,1,0,4.1,2
5678,0,1,1,0,1,1,4.1,2
5679,0,1,1,0,0,1,4.1,2
5680,0,1,1,0,1,0,4.1,2
5681,0,1,1,1,0,0,4.1,2
5682,1,0,0,0,1,1,4.1,2
5683,1,0,0,1,0,1,4.1,2
5684,1,0,0,1,1,0,4.1,2
5685,1,0,1,0,0,1,4.1,2
5686,1,0,1,0,1,0,4.1,2
5687,1,0,1,0,0,1,4.1,2
5688,1,0,1,0,1,0,4.1,2
5689,1,1,0,0,0,1,4.1,2
5690,1,1,0,0,1,0,4.1,2
5691,1,1,1,0,0,0,4.1,2
5692,0,0,0,1,1,1,4.2,2
5693,0,0,1,0,1,1,4.2,2
5694,0,0,1,1,0,1,4.2,2
5695,0,0,1,1,1,0,4.2,2
5696,0,1,0,0,1,1,4.2,2
5697,0,1,0,1,0,1,4.2,2
5698,0,1,0,1,1,0,4.2,2
5699,0,1,1,0,1,1,4.2,2
5700,0,1,1,0,0,1,4.2,2
5701,0,1,1,0,1,0,4.2,2
5702,0,1,1,1,0,0,4.2,2
5703,1,0,0,0,1,1,4.2,2
5704,1,0,0,1,0,1,4.2,2
5705,1,0,0,1,1,0,4.2,2
5706,1,0,1,0,0,1,4.2,2
5707,1,0,1,0,1,0,4.2,2
5708,1,0,1,0,0,1,4.2,2
5709,1,0,1,0,1,0,4.2,2
5710,1,1,0,0,0,1,4.2,2
5711,1,1,0,0,1,0,4.2,2
5712,1,1,1,0,0,0,4.2,2
5713,0,0,0,1,1,1,4.3,2
5714,0,0,1,0,1,1,4.3,2
5715,0,0,1,1,0,1,4.3,2
5716,0,0,1,1,1,0,4.3,2
5717,0,1,0,0,1,1,4.3,2
5718,0,1,0,1,0,1,4.3,2
5719,0,1,0,1,1,0,4.3,2
5720,0,1,1,0,1,1,4.3,2
5721,0,1,1,0,0,1,4.3,2
5722,0,1,1,0,1,0,4.3,2
5723,0,1,1,1,0,0,4.3,2
5724,1,0,0,0,1,1,4.3,2
5725,1,0,0,1,0,1,4.3,2
5726,1,0,0,1,1,0,4.3,2
5727,1,0,1,0,0,1,4.3,2
5728,1,0,1,0,1,0,4.3,2
5729,1,0,1,0,0,1,4.3,2
5730,1,0,1,0,1,0,4.3,2
5731,1,1,0,0,0,1,4.3,2
5732,1,1,0,0,1,0,4.3,2
5733,1,1,1,0,0,0,4.3,2
5734,0,0,0,1,1,1,4.4,2
5735,0,0,1,0,1,1,4.4,2
5736,0,0,1,1,0,1,4.4,2
5737,0,0,1,1,1,0,4.4,2
5738,0,1,0,0,1,1,4.4,2
5739,0,1,0,1,0,1,4.4,2
5740,0,1,0,1,1,0,4.4,2
5741,0,1,1,0,1,1,4.4,2
5742,0,1,1,0,0,1,4.4,2
5743,0,1,1,0,1,0,4.4,2
5744,0,1,1,1,0,0,4.4,2
5745,1,0,0,0,1,1,4.4,2
5746,1,0,0,1,0,1,4.4,2
5747,1,0,0,1,1,0,4.4,2
5748,1,0,1,0,0,1,4.4,2
5749,1,0,1,0,1,0,4.4,2
5750,1,0,1,0,0,1,4.4,2
5751,1,0,1,0,1,0,4.4,2
5752,1,1,0,0,0,1,4.4,2
5753,1,1,0,0,1,0,4.4,2
5754,1,1,1,0,0,0,4.4,2
5755,0,0,0,1,1,1,4.5,2
5756,0,0,1,0,1,1,4.5,2
5757,0,0,1,1,0,1,4.5,2
5758,0,0,1,1,1,0,4.5,2
5759,0,1,0,0,1,1,4.5,2
5760,0,1,0,1,0,1,4.5,2
5761,0,1,0,1,1,0,4.5,2
5762,0,1,1,0,1,1,4.5,2
5763,0,1,1,0,0,1,4.5,2
5764,0,1,1,0,1,0,4.5,2
5765,0,1,1,1,0,0,4.5,2
5766,1,0,0,0,1,1,4.5,2
5767,1,0,0,1,0,1,4.5,2
5768,1,0,0,1,1,0,4.5,2
5769,1,0,1,0,0,1,4.5,2
5770,1,0,1,0,1,0,4.5,2
5771,1,0,1,0,0,1,4.5,2
5772,1,0,1,0,1,0,4.5,2
5773,1,1,0,0,0,1,4.5,2
5774,1,1,0,0,1,0,4.5,2
5775,1,1,1,0,0,0,4.5,2
5776,0,0,0,1,1,1,4.6,2
5777,0,0,1,0,1,1,4.6,2
5778,0,0,1,1,0,1,4.6,2
5779,0,0,1,1,1,0,4.6,2
5780,0,1,0,0,1,1,4.6,2
5781,0,1,0,1,0,1,4.6,2
5782,0,1,0,1,1,0,4.6,2
5783,0,1,1,0,1,1,4.6,2
5784,0,1,1,0,0,1,4.6,2
5785,0,1,1,0,1,0,4.6,2
5786,0,1,1,1,0,0,4.6,2
5787,1,0,0,0,1,1,4.6,2
5788,1,0,0,1,0,1,4.6,2
5789,1,0,0,1,1,0,4.6,2
5790,1,0,1,0,0,1,4.6,2
5791,1,0,1,0,1,0,4.6,2
5792,1,0,1,0,0,1,4.6,2
5793,1,0,1,0,1,0,4.6,2
5794,1,1,0,0,0,1,4.6,2
5795,1,1,0,0,1,0,4.6,2
5796,1,1,1,0,0,0,4.6,2
5797,0,0,0,1,1,1,4.7,2
5798,0,0,1,0,1,1,4.7,2
5799,0,0,1,1,0,1,4.7,2
5800,0,0,1,1,1,0,4.7,2
5801,0,1,0,0,1,1,4.7,2
5802,0,1,0,1,0,1,4.7,2
5803,0,1,0,1,1,0,4.7,2
5804,0,1,1,0,1,1,4.7,2
5805,0,1,1,0,0,1,4.7,2
5806,0,1,1,0,1,0,4.7,2
5807,0,1,1,1,0,0,4.7,2
5808,1,0,0,0,1,1,4.7,2
5809,1,0,0,1,0,1,4.7,2
5810,1,0,0,1,1,0,4.7,2
5811,1,0,1,0,0,1,4.7,2
5812,1,0,1,0,1,0,4.7,2
5813,1,0,1,0,0,1,4.7,2
5814,1,0,1,0,1,0,4.7,2
5815,1,1,0,0,0,1,4.7,2
5816,1,1,0,0,1,0,4.7,2
5817,1,1,1,0,0,0,4.7,2
5818,0,0,0,1,1,1,4.8,2
5819,0,0,1,0,1,1,4.8,2
5820,0,0,1,1,0,1,4.8,2
5821,0,0,1,1,1,0,4.8,2
5822,0,1,0,0,1,1,4.8,2
5823,0,1,0,1,0,1,4.8,2
5824,0,1,0,1,1,0,4.8,2
5825,0,1,1,0,1,1,4.8,2
5826,0,1,1,0,0,1,4.8,2
5827,0,1,1,0,1,0,4.8,2
5828,0,1,1,1,0,0,4.8,2
5829,1,0,0,0,1,1,4.8,2
5830,1,0,0,1,0,1,4.8,2
5831,1,0,0,1,1,0,4.8,2
5832,1,0,1,0,0,1,4.8,2
5833,1,0,1,0,1,0,4.8,2
5834,1,0,1,0,0,1,4.8,2
5835,1,0,1,0,1,0,4.8,2
5836,1,1,0,0,0,1,4.8,2
5837,1,1,0,0,1,0,4.8,2
5838,1,1,1,0,0,0,4.8,2
5839,0,0,0,1,1,1,4.9,2
5840,0,0,1,0,1,1,4.9,2
5841,0,0,1,1,0,1,4.9,2
5842,0,0,1,1,1,0,4.9,2
5843,0,1,0,0,1,1,4.9,2
5844,0,1,0,1,0,1,4.9,2
5845,0,1,0,1,1,0,4.9,2
5846,0,1,1,0,1,1,4.9,2
5847,0,1,1,0,0,1,4.9,2
5848,0,1,1,0,1,0,4.9,2
5849,0,1,1,1,0,0,4.9,2
5850,1,0,0,0,1,1,4.9,2
5851,1,0,0,1,0,1,4.9,2
5852,1,0,0,1,1,0,4.9,2
5853,1,0,1,0,0,1,4.9,2
5854,1,0,1,0,1,0,4.9,2
5855,1,0,1,0,0,1,4.9,2
5856,1,0,1,0,1,0,4.9,2
5857,1,1,0,0,0,1,4.9,2
5858,1,1,0,0,1,0,4.9,2
5859,1,1,1,0,0,0,4.9,2
5860,0,0,0,1,1,1,5,2
5861,0,0,1,0,1,1,5,2
5862,0,0,1,1,0,1,5,2
5863,0,0,1,1,1,0,5,2
5864,0,1,0,0,1,1,5,2
5865,0,1,0,1,0,1,5,2
5866,0,1,0,1,1,0,5,2
5867,0,1,1,0,1,1,5,2
5868,0,1,1,0,0,1,5,2
5869,0,1,1,0,1,0,5,2
5870,0,1,1,1,0,0,5,2
5871,1,0,0,0,1,1,5,2
5872,1,0,0,1,0,1,5,2
5873,1,0,0,1,1,0,5,2
5874,1,0,1,0,0,1,5,2
5875,1,0,1,0,1,0,5,2
5876,1,0,1,0,0,1,5,2
5877,1,0,1,0,1,0,5,2
5878,1,1,0,0,0,1,5,2
5879,1,1,0,0,1,0,5,2
5880,1,1,1,0,0,0,5,2
5881,0,0,0,1,1,1,5.5,2
5882,0,0,1,0,1,1,5.5,2
5883,0,0,1,1,0,1,5.5,2
5884,0,0,1,1,1,0,5.5,2
5885,0,1,0,0,1,1,5.5,2
5886,0,1,0,1,0,1,5.5,2
5887,0,1,0,1,1,0,5.5,2
5888,0,1,1,0,1,1,5.5,2
5889,0,1,1,0,0,1,5.5,2
5890,0,1,1,0,1,0,5.5,2
5891,0,1,1,1,0,0,5.5,2
5892,1,0,0,0,1,1,5.5,2
5893,1,0,0,1,0,1,5.5,2
5894,1,0,0,1,1,0,5.5,2
5895,1,0,1,0,0,1,5.5,2
5896,1,0,1,0,1,0,5.5,2
5897,1,0,1,0,0,1,5.5,2
5898,1,0,1,0,1,0,5.5,2
5899,1,1,0,0,0,1,5.5,2
5900,1,1,0,0,1,0,5.5,2
5901,1,1,1,0,0,0,5.5,2
5902,0,0,0,1,1,1,6,2
5903,0,0,1,0,1,1,6,2
5904,0,0,1,1,0,1,6,2
5905,0,0,1,1,1,0,6,2
5906,0,1,0,0,1,1,6,2
5907,0,1,0,1,0,1,6,2
5908,0,1,0,1,1,0,6,2
5909,0,1,1,0,1,1,6,2
5910,0,1,1,0,0,1,6,2
5911,0,1,1,0,1,0,6,2
5912,0,1,1,1,0,0,6,2
5913,1,0,0,0,1,1,6,2
5914,1,0,0,1,0,1,6,2
5915,1,0,0,1,1,0,6,2
5916,1,0,1,0,0,1,6,2
5917,1,0,1,0,1,0,6,2
5918,1,0,1,0,0,1,6,2
5919,1,0,1,0,1,0,6,2
5920,1,1,0,0,0,1,6,2
5921,1,1,0,0,1,0,6,2
5922,1,1,1,0,0,0,6,2
5923,0,0,0,1,1,1,6.5,2
5924,0,0,1,0,1,1,6.5,2
5925,0,0,1,1,0,1,6.5,2
5926,0,0,1,1,1,0,6.5,2
5927,0,1,0,0,1,1,6.5,2
5928,0,1,0,1,0,1,6.5,2
5929,0,1,0,1,1,0,6.5,2
5930,0,1,1,0,1,1,6.5,2
5931,0,1,1,0,0,1,6.5,2
5932,0,1,1,0,1,0,6.5,2
5933,0,1,1,1,0,0,6.5,2
5934,1,0,0,0,1,1,6.5,2
5935,1,0,0,1,0,1,6.5,2
5936,1,0,0,1,1,0,6.5,2
5937,1,0,1,0,0,1,6.5,2
5938,1,0,1,0,1,0,6.5,2
5939,1,0,1,0,0,1,6.5,2
5940,1,0,1,0,1,0,6.5,2
5941,1,1,0,0,0,1,6.5,2
5942,1,1,0,0,1,0,6.5,2
5943,1,1,1,0,0,0,6.5,2
5944,0,0,0,1,1,1,7,2
5945,0,0,1,0,1,1,7,2
5946,0,0,1,1,0,1,7,2
5947,0,0,1,1,1,0,7,2
5948,0,1,0,0,1,1,7,2
5949,0,1,0,1,0,1,7,2
5950,0,1,0,1,1,0,7,2
5951,0,1,1,0,1,1,7,2
5952,0,1,1,0,0,1,7,2
5953,0,1,1,0,1,0,7,2
5954,0,1,1,1,0,0,7,2
5955,1,0,0,0,1,1,7,2
5956,1,0,0,1,0,1,7,2
5957,1,0,0,1,1,0,7,2
5958,1,0,1,0,0,1,7,2
5959,1,0,1,0,1,0,7,2
5960,1,0,1,0,0,1,7,2
5961,1,0,1,0,1,0,7,2
5962,1,1,0,0,0,1,7,2
5963,1,1,0,0,1,0,7,2
5964,1,1,1,0,0,0,7,2
5965,0,0,0,1,1,1,7.5,2
5966,0,0,1,0,1,1,7.5,2
5967,0,0,1,1,0,1,7.5,2
5968,0,0,1,1,1,0,7.5,2
5969,0,1,0,0,1,1,7.5,2
5970,0,1,0,1,0,1,7.5,2
5971,0,1,0,1,1,0,7.5,2
5972,0,1,1,0,1,1,7.5,2
5973,0,1,1,0,0,1,7.5,2
5974,0,1,1,0,1,0,7.5,2
5975,0,1,1,1,0,0,7.5,2
5976,1,0,0,0,1,1,7.5,2
5977,1,0,0,1,0,1,7.5,2
5978,1,0,0,1,1,0,7.5,2
5979,1,0,1,0,0,1,7.5,2
5980,1,0,1,0,1,0,7.5,2
5981,1,0,1,0,0,1,7.5,2
5982,1,0,1,0,1,0,7.5,2
5983,1,1,0,0,0,1,7.5,2
5984,1,1,0,0,1,0,7.5,2
5985,1,1,1,0,0,0,7.5,2
5986,0,0,0,1,1,1,8,2
5987,0,0,1,0,1,1,8,2
5988,0,0,1,1,0,1,8,2
5989,0,0,1,1,1,0,8,2
5990,0,1,0,0,1,1,8,2
5991,0,1,0,1,0,1,8,2
5992,0,1,0,1,1,0,8,2
5993,0,1,1,0,1,1,8,2
5994,0,1,1,0,0,1,8,2
5995,0,1,1,0,1,0,8,2
5996,0,1,1,1,0,0,8,2
5997,1,0,0,0,1,1,8,2
5998,1,0,0,1,0,1,8,2
5999,1,0,0,1,1,0,8,2
6000,1,0,1,0,0,1,8,2
6001,1,0,1,0,1,0,8,2
6002,1,0,1,0,0,1,8,2
6003,1,0,1,0,1,0,8,2
6004,1,1,0,0,0,1,8,2
6005,1,1,0,0,1,0,8,2
6006,1,1,1,0,0,0,8,2
6007,0,0,0,1,1,1,8.5,2
6008,0,0,1,0,1,1,8.5,2
6009,0,0,1,1,0,1,8.5,2
6010,0,0,1,1,1,0,8.5,2
6011,0,1,0,0,1,1,8.5,2
6012,0,1,0,1,0,1,8.5,2
6013,0,1,0,1,1,0,8.5,2
6014,0,1,1,0,1,1,8.5,2
6015,0,1,1,0,0,1,8.5,2
6016,0,1,1,0,1,0,8.5,2
6017,0,1,1,1,0,0,8.5,2
6018,1,0,0,0,1,1,8.5,2
6019,1,0,0,1,0,1,8.5,2
6020,1,0,0,1,1,0,8.5,2
6021,1,0,1,0,0,1,8.5,2
6022,1,0,1,0,1,0,8.5,2
6023,1,0,1,0,0,1,8.5,2
6024,1,0,1,0,1,0,8.5,2
6025,1,1,0,0,0,1,8.5,2
6026,1,1,0,0,1,0,8.5,2
6027,1,1,1,0,0,0,8.5,2
6028,0,0,0,1,1,1,9,2
6029,0,0,1,0,1,1,9,2
6030,0,0,1,1,0,1,9,2
6031,0,0,1,1,1,0,9,2
6032,0,1,0,0,1,1,9,2
6033,0,1,0,1,0,1,9,2
6034,0,1,0,1,1,0,9,2
6035,0,1,1,0,1,1,9,2
6036,0,1,1,0,0,1,9,2
6037,0,1,1,0,1,0,9,2
6038,0,1,1,1,0,0,9,2
6039,1,0,0,0,1,1,9,2
6040,1,0,0,1,0,1,9,2
6041,1,0,0,1,1,0,9,2
6042,1,0,1,0,0,1,9,2
6043,1,0,1,0,1,0,9,2
6044,1,0,1,0,0,1,9,2
6045,1,0,1,0,1,0,9,2
6046,1,1,0,0,0,1,9,2
6047,1,1,0,0,1,0,9,2
6048,1,1,1,0,0,0,9,2
6049,0,0,0,1,1,1,9.5,2
6050,0,0,1,0,1,1,9.5,2
6051,0,0,1,1,0,1,9.5,2
6052,0,0,1,1,1,0,9.5,2
6053,0,1,0,0,1,1,9.5,2
6054,0,1,0,1,0,1,9.5,2
6055,0,1,0,1,1,0,9.5,2
6056,0,1,1,0,1,1,9.5,2
6057,0,1,1,0,0,1,9.5,2
6058,0,1,1,0,1,0,9.5,2
6059,0,1,1,1,0,0,9.5,2
6060,1,0,0,0,1,1,9.5,2
6061,1,0,0,1,0,1,9.5,2
6062,1,0,0,1,1,0,9.5,2
6063,1,0,1,0,0,1,9.5,2
6064,1,0,1,0,1,0,9.5,2
6065,1,0,1,0,0,1,9.5,2
6066,1,0,1,0,1,0,9.5,2
6067,1,1,0,0,0,1,9.5,2
6068,1,1,0,0,1,0,9.5,2
6069,1,1,1,0,0,0,9.5,2
6070,0,0,0,1,1,1,10,2
6071,0,0,1,0,1,1,10,2
6072,0,0,1,1,0,1,10,2
6073,0,0,1,1,1,0,10,2
6074,0,1,0,0,1,1,10,2
6075,0,1,0,1,0,1,10,2
6076,0,1,0,1,1,0,10,2
6077,0,1,1,0,1,1,10,2
6078,0,1,1,0,0,1,10,2
6079,0,1,1,0,1,0,10,2
6080,0,1,1,1,0,0,10,2
6081,1,0,0,0,1,1,10,2
6082,1,0,0,1,0,1,10,2
6083,1,0,0,1,1,0,10,2
6084,1,0,1,0,0,1,10,2
6085,1,0,1,0,1,0,10,2
6086,1,0,1,0,0,1,10,2
6087,1,0,1,0,1,0,10,2
6088,1,1,0,0,0,1,10,2
6089,1,1,0,0,1,0,10,2
6090,1,1,1,0,0,0,10,2
6091,0,0,0,1,1,1,11,2
6092,0,0,1,0,1,1,11,2
6093,0,0,1,1,0,1,11,2
6094,0,0,1,1,1,0,11,2
6095,0,1,0,0,1,1,11,2
6096,0,1,0,1,0,1,11,2
6097,0,1,0,1,1,0,11,2
6098,0,1,1,0,1,1,11,2
6099,0,1,1,0,0,1,11,2
6100,0,1,1,0,1,0,11,2
6101,0,1,1,1,0,0,11,2
6102,1,0,0,0,1,1,11,2
6103,1,0,0,1,0,1,11,2
6104,1,0,0,1,1,0,11,2
6105,1,0,1,0,0,1,11,2
6106,1,0,1,0,1,0,11,2
6107,1,0,1,0,0,1,11,2
6108,1,0,1,0,1,0,11,2
6109,1,1,0,0,0,1,11,2
6110,1,1,0,0,1,0,11,2
6111,1,1,1,0,0,0,11,2
6112,0,0,0,1,1,1,12,2
6113,0,0,1,0,1,1,12,2
6114,0,0,1,1,0,1,12,2
6115,0,0,1,1,1,0,12,2
6116,0,1,0,0,1,1,12,2
6117,0,1,0,1,0,1,12,2
6118,0,1,0,1,1,0,12,2
6119,0,1,1,0,1,1,12,2
6120,0,1,1,0,0,1,12,2
6121,0,1,1,0,1,0,12,2
6122,0,1,1,1,0,0,12,2
6123,1,0,0,0,1,1,12,2
6124,1,0,0,1,0,1,12,2
6125,1,0,0,1,1,0,12,2
6126,1,0,1,0,0,1,12,2
6127,1,0,1,0,1,0,12,2
6128,1,0,1,0,0,1,12,2
6129,1,0,1,0,1,0,12,2
6130,1,1,0,0,0,1,12,2
6131,1,1,0,0,1,0,12,2
6132,1,1,1,0,0,0,12,2
6133,0,0,0,1,1,1,13,2
6134,0,0,1,0,1,1,13,2
6135,0,0,1,1,0,1,13,2
6136,0,0,1,1,1,0,13,2
6137,0,1,0,0,1,1,13,2
6138,0,1,0,1,0,1,13,2
6139,0,1,0,1,1,0,13,2
6140,0,1,1,0,1,1,13,2
6141,0,1,1,0,0,1,13,2
6142,0,1,1,0,1,0,13,2
6143,0,1,1,1,0,0,13,2
6144,1,0,0,0,1,1,13,2
6145,1,0,0,1,0,1,13,2
6146,1,0,0,1,1,0,13,2
6147,1,0,1,0,0,1,13,2
6148,1,0,1,0,1,0,13,2
6149,1,0,1,0,0,1,13,2
6150,1,0,1,0,1,0,13,2
6151,1,1,0,0,0,1,13,2
6152,1,1,0,0,1,0,13,2
6153,1,1,1,0,0,0,13,2
6154,0,0,0,1,1,1,17,2
6155,0,0,1,0,1,1,17,2
6156,0,0,1,1,0,1,17,2
6157,0,0,1,1,1,0,17,2
6158,0,1,0,0,1,1,17,2
6159,0,1,0,1,0,1,17,2
6160,0,1,0,1,1,0,17,2
6161,0,1,1,0,1,1,17,2
6162,0,1,1,0,0,1,17,2
6163,0,1,1,0,1,0,17,2
6164,0,1,1,1,0,0,17,2
6165,1,0,0,0,1,1,17,2
6166,1,0,0,1,0,1,17,2
6167,1,0,0,1,1,0,17,2
